student_id,study_hours_per_day,attendance_percentage,previous_score,assignments_completed,sleep_hours,parental_support,extra_curricular,internet_access,performance_level
1846,5.7,60.2,72,7,7.7,Medium,Yes,Yes,Average
1847,10.6,93.3,30,20,7.1,Low,Yes,Yes,Good
1848,9.7,61.5,57,6,7.7,Low,No,Yes,Average
1849,4.0,65.6,56,6,10.0,High,Yes,Yes,Average
1850,4.1,64.0,72,7,5.5,Medium,Yes,No,Average
1851,3.6,65.7,25,10,5.3,Medium,Yes,No,At-Risk
1852,10.0,97.1,41,8,5.9,Medium,No,Yes,Good
1853,3.6,41.6,81,12,7.0,High,No,Yes,Average
1854,7.7,76.1,67,6,4.4,Medium,No,Yes,At-Risk
1855,10.4,97.2,38,4,7.0,Low,Yes,Yes,Good
1856,3.7,67.0,100,2,9.5,High,Yes,Yes,Average
1857,3.8,61.4,78,1,7.2,Medium,Yes,Yes,Average
1858,5.9,72.7,79,7,6.6,Low,No,No,Average
1859,4.0,91.2,66,8,6.1,Medium,No,Yes,At-Risk
1860,6.3,77.5,62,7,8.3,High,No,Yes,Good
1861,5.4,66.1,57,14,5.8,Low,Yes,Yes,Average
1862,2.2,80.7,52,14,9.8,Medium,No,Yes,Average
1863,8.3,58.5,54,8,9.9,Low,Yes,No,Average
1864,8.1,84.8,44,2,7.4,High,No,No,Good
1865,4.2,80.4,63,7,7.0,Low,Yes,No,Average
1866,3.7,68.9,39,7,8.5,Medium,No,Yes,At-Risk
1867,5.9,63.1,67,7,8.6,High,Yes,Yes,Good
1868,6.0,65.0,64,7,5.8,Low,Yes,Yes,At-Risk
1869,6.0,83.3,67,7,6.2,High,No,Yes,Average
1870,8.9,95.4,57,8,5.0,High,Yes,Yes,Good
1871,4.3,62.7,100,7,7.6,High,No,Yes,Good
1872,3.3,82.2,85,10,8.0,Low,No,Yes,At-Risk
1873,2.1,41.5,46,11,5.0,Medium,No,Yes,At-Risk
1874,3.8,63.3,68,6,6.3,High,Yes,Yes,Average
1875,5.3,73.1,55,15,5.0,High,Yes,Yes,Good
1876,2.2,44.8,88,6,5.7,Low,No,Yes,At-Risk
1877,3.8,62.9,44,3,7.8,High,Yes,Yes,At-Risk
1878,5.4,65.5,71,11,5.9,Medium,No,Yes,At-Risk
1879,4.5,76.3,54,6,6.5,Low,Yes,Yes,At-Risk
1880,7.1,71.8,79,11,4.6,Medium,Yes,Yes,Good
1881,10.3,42.0,79,0,7.3,High,Yes,No,Good
1882,4.4,43.5,85,15,6.9,Medium,Yes,Yes,Good
1883,3.7,62.2,52,12,5.9,Medium,Yes,Yes,At-Risk
1884,6.9,80.1,72,3,6.7,High,No,Yes,Good
1885,6.4,33.7,74,4,7.3,Medium,No,No,Average
1886,8.8,68.6,57,16,5.8,Medium,Yes,Yes,Good
1887,5.9,62.7,53,7,4.8,Medium,No,Yes,At-Risk
1888,4.4,95.5,89,6,9.7,Medium,Yes,Yes,Good
1889,6.0,69.5,68,0,6.1,Medium,No,Yes,Average
1890,7.2,82.4,74,8,6.9,High,No,Yes,Average
1891,6.8,78.5,52,9,8.5,Medium,No,Yes,At-Risk
1892,6.0,44.2,46,12,10.0,High,Yes,No,Good
1893,7.0,84.9,56,4,5.1,Low,Yes,No,Average
1894,7.3,74.4,63,3,7.7,Low,Yes,Yes,Good
1895,7.7,81.8,49,11,5.9,Medium,No,Yes,Average
1896,6.2,100.0,64,14,6.2,Low,Yes,Yes,Good
1897,4.6,46.5,39,3,5.9,Medium,No,No,At-Risk
1898,5.8,100.0,48,14,5.3,Medium,Yes,Yes,Good
1899,7.6,71.5,75,10,6.9,Low,No,No,Average
1900,3.3,80.1,74,14,4.8,Medium,Yes,Yes,At-Risk
1901,5.9,73.2,59,9,8.4,Medium,Yes,Yes,At-Risk
1902,4.1,68.4,49,0,7.1,Medium,Yes,No,At-Risk
1903,5.4,69.8,49,9,7.6,High,Yes,Yes,Average
1904,7.7,78.1,59,14,6.3,Medium,Yes,Yes,Good
1905,5.4,55.5,74,6,6.4,Medium,No,Yes,At-Risk
1906,5.2,85.6,78,8,7.4,High,Yes,Yes,Good
1907,1.8,71.4,57,9,5.3,High,Yes,Yes,At-Risk
1908,6.2,55.2,47,0,6.5,Low,No,Yes,At-Risk
1909,5.9,69.4,69,16,5.7,Low,Yes,Yes,Average
1910,9.4,92.4,52,6,5.7,Medium,No,No,Good
1911,4.9,64.1,57,12,3.8,Medium,No,No,Average
1912,6.1,80.8,84,9,9.0,High,Yes,Yes,Good
1913,5.7,66.1,77,15,6.0,High,Yes,Yes,Good
1914,8.3,84.7,67,11,8.7,Medium,Yes,Yes,Good
1915,4.3,82.3,45,9,8.6,High,No,Yes,Average
1916,5.4,99.8,68,6,5.1,Medium,No,Yes,Good
1917,6.0,72.2,80,13,5.4,Low,No,No,At-Risk
1918,5.2,86.1,59,2,10.0,High,No,No,At-Risk
1919,4.1,78.4,85,12,9.6,Medium,Yes,Yes,Good
1920,5.2,94.3,84,5,7.0,High,No,Yes,Good
1921,6.6,67.9,89,15,7.4,High,No,Yes,Good
1922,3.2,86.6,69,10,6.1,Medium,No,Yes,Average
1923,4.9,71.4,73,12,7.6,Medium,No,Yes,Average
1924,3.7,70.8,86,10,5.9,Medium,No,Yes,Average
1925,8.0,75.9,71,2,4.0,Medium,Yes,Yes,Average
1926,1.7,78.1,57,6,5.0,Medium,Yes,Yes,At-Risk
1927,3.1,75.2,58,12,7.0,Medium,Yes,No,At-Risk
1928,5.7,79.1,68,10,5.3,High,Yes,Yes,Average
1929,8.5,96.3,45,14,6.9,Medium,No,Yes,Good
1930,5.5,90.1,62,11,5.4,Low,Yes,Yes,Average
1931,3.5,89.4,81,6,5.8,Medium,No,No,At-Risk
1932,8.9,71.2,32,6,8.3,High,Yes,Yes,Good
1933,2.0,63.4,88,10,7.4,Medium,Yes,Yes,Average
1934,0.6,90.9,81,0,7.0,Medium,No,No,At-Risk
1935,6.7,88.3,58,16,8.3,High,No,Yes,Good
1936,3.5,97.9,73,11,7.7,Medium,Yes,Yes,Average
1937,3.0,68.4,65,14,9.2,Medium,Yes,Yes,Average
1938,6.6,68.9,83,3,6.3,High,Yes,No,Good
1939,5.8,49.7,79,14,6.4,Low,Yes,Yes,Average
1940,3.9,67.6,43,18,5.0,High,Yes,No,Average
1941,2.5,90.7,73,4,6.4,Low,Yes,Yes,At-Risk
1942,6.6,70.5,61,13,8.4,Low,No,Yes,Average
1943,6.4,83.4,66,10,8.9,High,No,Yes,Good
1944,4.7,67.4,54,3,8.4,Low,No,Yes,At-Risk
1945,8.9,79.0,91,11,4.3,High,No,Yes,Good
1946,2.7,59.6,80,13,8.6,High,Yes,Yes,Good
1947,2.1,77.4,53,7,4.2,High,No,Yes,At-Risk
1948,3.6,31.0,44,14,8.3,High,Yes,Yes,At-Risk
1949,5.2,71.6,59,3,6.4,Medium,No,No,At-Risk
1950,5.5,48.0,71,4,8.1,High,Yes,Yes,Average
1951,4.0,94.1,68,10,5.0,Low,Yes,No,Average
1952,6.1,85.0,83,10,8.8,Medium,No,Yes,Average
1953,2.2,86.4,76,7,4.8,High,No,No,Average
1954,7.7,99.0,79,13,6.0,Medium,No,No,Good
1955,4.7,59.6,69,12,5.5,Medium,No,Yes,At-Risk
1956,7.6,98.8,44,13,4.4,Medium,Yes,No,Average
1957,5.0,88.8,62,9,7.1,Medium,Yes,Yes,At-Risk
1958,6.9,71.0,80,12,9.7,High,Yes,No,Good
1959,6.5,94.3,64,8,10.0,Low,No,No,Good
1960,6.0,58.8,72,18,7.1,Medium,No,Yes,Good
1961,6.3,61.2,60,6,8.7,High,Yes,Yes,Average
1962,7.7,69.7,49,18,7.3,Medium,No,Yes,Good
1963,5.5,67.2,63,10,7.7,Low,No,Yes,Average
1964,6.6,60.7,69,4,6.5,Medium,Yes,Yes,Average
1965,8.3,91.8,55,15,4.7,Medium,No,Yes,Average
1966,7.9,71.8,61,10,7.8,Low,No,Yes,Average
1967,3.6,80.9,50,13,6.1,High,No,No,Average
1968,8.6,62.7,81,14,6.9,Medium,Yes,Yes,Good
1969,4.9,51.7,60,11,6.9,High,Yes,No,At-Risk
1970,2.5,81.6,86,7,8.2,High,Yes,No,Average
1971,5.4,45.5,87,13,5.4,Medium,Yes,Yes,At-Risk
1972,2.8,71.8,63,10,6.9,Low,No,Yes,At-Risk
1973,6.9,55.2,49,12,9.9,Medium,Yes,Yes,Average
1974,3.8,100.0,33,1,8.7,Low,No,Yes,At-Risk
1975,4.1,89.4,42,11,9.0,High,Yes,Yes,Average
1976,1.1,77.0,44,7,7.0,Low,Yes,Yes,At-Risk
1977,4.4,95.0,85,16,7.5,Medium,Yes,No,Good
1978,0.4,65.2,66,12,8.5,Medium,No,Yes,At-Risk
1979,1.6,84.3,70,10,9.3,Medium,No,Yes,At-Risk
1980,6.6,75.9,31,11,4.1,Low,Yes,Yes,At-Risk
1981,2.8,41.0,82,6,5.0,Medium,No,No,At-Risk
1982,5.4,97.4,78,16,9.0,Low,Yes,No,Good
1983,2.9,92.3,69,17,6.6,Low,Yes,No,Average
1984,5.2,77.1,62,11,6.0,Medium,Yes,Yes,Good
1985,5.3,50.7,73,16,5.1,High,Yes,Yes,Average
1986,2.8,56.4,89,7,6.2,Medium,No,No,Good
1987,8.2,74.3,61,6,4.9,Medium,Yes,Yes,Good
1988,8.0,99.1,66,18,3.3,Medium,Yes,Yes,Good
1989,4.4,61.9,67,11,7.0,Medium,Yes,Yes,Average
1990,5.2,98.5,100,8,6.9,High,No,Yes,Good
1991,5.7,94.4,33,12,7.9,Low,Yes,Yes,Average
1992,1.1,83.1,75,11,8.4,Medium,No,Yes,At-Risk
1993,4.9,72.1,63,6,8.4,High,Yes,Yes,Average
1994,3.8,73.3,73,12,8.6,High,Yes,Yes,Average
1995,3.1,56.6,55,13,6.1,Low,No,Yes,At-Risk
1996,4.8,76.2,64,10,6.6,Medium,Yes,Yes,Good
1997,8.6,74.7,75,14,8.2,High,No,Yes,Good
1998,6.0,55.7,100,5,6.2,Low,Yes,Yes,Good
1999,3.8,83.3,77,11,7.0,High,No,Yes,Average
2000,5.9,73.4,52,5,7.6,High,Yes,Yes,At-Risk
